Name,Raw count,Avg. weight,Viability Ceiling,Abilities,Items,Spreads,Moves,Teammates,Checks and Counters
Tyranitar, 295800                      , 0.00320534041575          , 88                  ,"['Sand Stream 99.989%', 'Unnerve  0.011%']","['Leftovers 35.821%', 'Choice Band 27.106%', 'Smooth Rock 18.917%', 'Shuca Berry  4.872%', 'Heavy-Duty Boots  3.911%', 'Assault Vest  3.643%', 'Weakness Policy  2.942%', 'Other  2.787%']","['Careful:252/4/0/0/252/0 14.258%', 'Adamant:0/252/4/0/0/252 12.419%', 'Sassy:252/0/4/0/252/0 10.941%', 'Careful:252/0/0/0/216/40  7.900%', 'Jolly:0/252/0/0/4/252  6.149%', 'Sassy:252/4/0/0/252/0  5.935%', 'Other 42.397%']","['Rock Blast 64.575%', 'Stealth Rock 61.134%', 'Crunch 45.432%', 'Earthquake 44.112%', 'Ice Beam 28.009%', 'Ice Punch 25.393%', 'Stone Edge 22.283%', 'Heavy Slam 20.937%', 'Toxic 20.932%', 'Thunder Wave 17.402%', 'High Horsepower  9.650%', 'Fire Punch  8.874%', 'Superpower  7.252%', 'Rest  6.615%', 'Other 17.401%']","['Excadrill +45.326%', 'Dracozolt +18.209%', 'Zapdos +14.130%', 'Slowbro +12.455%', 'Corviknight +11.543%', 'Slowking +9.346%', 'Toxapex +7.550%', 'Tornadus-Therian +6.692%', 'Clefable +4.324%', 'Tangrowth +4.262%', 'Nidoking +2.211%', 'Aegislash +2.047%']",[]
Kyurem, 163752                      , 0.00562045140033          , 89                  ,['Pressure 100.000%'],"['Leftovers 33.184%', 'Choice Specs 28.424%', 'Heavy-Duty Boots 19.723%', 'Metronome 10.660%', 'Choice Scarf  6.063%', 'Other  1.947%']","['Timid:0/0/0/252/4/252 21.023%', 'Modest:56/0/0/240/0/212 13.308%', 'Modest:0/0/0/252/4/252 12.768%', 'Timid:56/0/0/200/0/252  7.824%', 'Modest:56/0/0/252/0/200  7.462%', 'Sassy:200/12/0/12/252/32  4.320%', 'Other 33.296%']","['Freeze-Dry 88.212%', 'Earth Power 78.427%', 'Substitute 62.295%', 'Ice Beam 52.905%', 'Roost 44.317%', 'Draco Meteor 22.142%', 'Icicle Spear 18.897%', 'Focus Blast 16.383%', 'Other 16.421%']","['Tapu Fini +18.166%', 'Regieleki +15.141%', 'Toxapex +9.731%', 'Landorus-Therian +8.855%', 'Volcarona +8.757%', 'Corviknight +8.706%', 'Tornadus-Therian +6.759%', 'Clefable +4.179%', 'Zeraora +4.063%', 'Victini +3.751%', 'Ferrothorn +3.165%', 'Quagsire +2.908%']",[]
Weavile, 186320                      , 0.00456678691822          , 89                  ,"['Pressure 86.127%', 'Pickpocket 13.873%']","['Heavy-Duty Boots 68.057%', 'Choice Band 15.844%', 'Life Orb  8.924%', 'Focus Sash  3.670%', 'Other  3.504%']","['Jolly:0/252/0/0/4/252 71.958%', 'Jolly:0/252/4/0/0/252 16.692%', 'Jolly:4/252/0/0/0/252  7.055%', 'Other  4.294%']","['Knock Off 98.938%', 'Ice Shard 97.104%', 'Swords Dance 78.804%', 'Icicle Crash 55.758%', 'Triple Axel 46.582%', 'Low Kick 14.861%', 'Other  7.953%']","['Garchomp +14.922%', 'Slowbro +13.524%', 'Ferrothorn +11.763%', 'Heatran +11.754%', 'Scizor +11.003%', 'Slowking-Galar +9.800%', 'Landorus-Therian +8.090%', 'Tapu Fini +7.560%', 'Zapdos +6.564%', 'Volcarona +6.071%', 'Ninetales-Alola +3.728%', 'Hawlucha +3.049%']",[]
Skarmory, 95909                       , 0.00836723673516          , 90                  ,"['Sturdy 99.932%', 'Keen Eye  0.053%', 'Weak Armor  0.015%']","['Rocky Helmet 81.490%', 'Leftovers  8.169%', 'Shed Shell  5.412%', 'Other  4.930%']","['Impish:248/0/252/0/0/8 17.979%', 'Bold:252/0/252/0/4/0 14.913%', 'Impish:252/0/252/0/0/4  8.994%', 'Bold:248/0/252/0/0/8  8.454%', 'Impish:252/0/252/0/4/0  8.056%', 'Bold:252/0/252/0/0/4  5.901%', 'Other 35.703%']","['Roost 95.277%', 'Spikes 93.290%', 'Body Press 91.534%', 'Iron Defense 32.078%', 'Whirlwind 24.747%', 'Defog 19.730%', 'Toxic 19.336%', 'Stealth Rock  9.594%', 'Other 14.414%']","['Clefable +32.711%', 'Toxapex +30.990%', 'Chansey +23.572%', 'Hippowdon +19.459%', 'Reuniclus +16.338%', 'Zeraora +14.792%', 'Hydreigon +7.246%', 'Gastrodon +7.246%', 'Blissey +6.824%', 'Tapu Koko +6.788%', 'Starmie +4.028%', 'Zarude +3.367%']",[]
Slowbro, 266608                      , 0.00314181036278          , 89                  ,"['Regenerator 99.850%', 'Oblivious  0.142%', 'Own Tempo  0.008%']","['Heavy-Duty Boots 52.863%', 'Rocky Helmet 33.896%', 'Colbur Berry  7.356%', 'Leftovers  3.395%', 'Other  2.491%']","['Relaxed:252/0/252/4/0/0 31.077%', 'Relaxed:252/0/252/0/4/0 30.840%', 'Bold:252/0/252/0/4/0 14.852%', 'Bold:252/0/252/4/0/0 10.390%', 'Relaxed:248/0/252/0/8/0  2.219%', 'Bold:248/0/252/0/8/0  1.351%', 'Other  9.271%']","['Teleport 95.223%', 'Slack Off 89.855%', 'Scald 72.998%', 'Future Sight 69.184%', 'Ice Beam 45.109%', 'Counter  5.430%', 'Earthquake  4.685%', 'Other 17.516%']","['Weavile +13.995%', 'Tyranitar +13.918%', 'Slowking-Galar +13.495%', 'Excadrill +10.991%', 'Ferrothorn +10.570%', 'Zapdos +6.285%', 'Mandibuzz +5.414%', 'Hippowdon +4.988%', 'Blaziken +4.011%', 'Blacephalon +3.513%', 'Heatran +3.107%', 'Zeraora +2.152%']",[]
Excadrill, 310524                      , 0.00256399890742          , 88                  ,"['Sand Rush 75.208%', 'Mold Breaker 23.408%', 'Sand Force  1.384%']","['Leftovers 59.556%', 'Life Orb 19.454%', 'Focus Sash  7.962%', 'Air Balloon  5.905%', 'Choice Band  4.201%', 'Other  2.922%']","['Jolly:0/252/4/0/0/252 26.505%', 'Adamant:0/252/0/0/4/252 26.154%', 'Jolly:0/252/0/0/4/252 17.724%', 'Jolly:0/156/0/0/100/252  3.376%', 'Adamant:4/252/0/0/0/252  3.345%', 'Adamant:0/252/4/0/0/252  3.198%', 'Other 19.698%']","['Earthquake 96.565%', 'Iron Head 90.227%', 'Rapid Spin 72.884%', 'Swords Dance 46.146%', 'Rock Slide 27.546%', 'Toxic 25.139%', 'Stealth Rock 16.985%', 'Substitute 13.738%', 'Other 10.771%']","['Tyranitar +53.923%', 'Dracozolt +20.139%', 'Zapdos +12.058%', 'Slowbro +11.679%', 'Clefable +10.876%', 'Tornadus-Therian +8.528%', 'Toxapex +8.022%', 'Slowking +6.263%', 'Tangrowth +4.476%', 'Hippowdon +4.403%', 'Garchomp +3.842%', 'Corviknight +3.682%']",[]
Melmetal, 260608                      , 0.00297740647854          , 93                  ,['Iron Fist 100.000%'],"['Choice Band 55.772%', 'Leftovers 19.924%', 'Assault Vest 12.637%', 'Custap Berry  8.047%', 'Other  3.620%']","['Adamant:32/252/0/0/0/224 19.067%', 'Adamant:0/252/0/0/244/12 10.011%', 'Adamant:224/252/0/0/0/32  8.816%', 'Adamant:0/252/0/0/4/252  8.792%', 'Adamant:252/252/0/0/4/0  5.506%', 'Adamant:248/56/0/0/156/48  4.598%', 'Other 43.211%']","['Double Iron Bash 99.885%', 'Thunder Punch 66.651%', 'Ice Punch 58.584%', 'Earthquake 58.114%', 'Superpower 57.518%', 'Toxic 17.591%', 'Rock Slide 11.050%', 'Protect  9.156%', 'Substitute  8.926%', 'Other 12.525%']","['Blissey +17.827%', 'Tapu Lele +17.690%', 'Garchomp +15.126%', 'Dragapult +10.728%', 'Corviknight +7.737%', 'Sylveon +6.973%', 'Dragonite +5.505%', 'Crawdaunt +4.663%', 'Stunfisk +4.359%', 'Tornadus-Therian +3.434%', 'Victini +3.411%', 'Cresselia +1.882%']",[]
Dragonite, 289673                      , 0.00261351684961          , 88                  ,"['Multiscale 99.454%', 'Inner Focus  0.546%']","['Heavy-Duty Boots 91.650%', 'Choice Band  2.678%', 'Weakness Policy  2.293%', 'Other  3.379%']","['Adamant:0/252/0/0/4/252 18.691%', 'Relaxed:252/0/252/0/4/0 13.078%', 'Relaxed:248/0/152/0/108/0 11.182%', 'Jolly:0/252/0/0/4/252  7.748%', 'Jolly:40/216/0/0/0/252  5.086%', 'Calm:252/0/48/0/148/60  3.720%', 'Other 40.494%']","['Earthquake 88.791%', 'Roost 81.287%', 'Dragon Dance 53.401%', 'Dual Wingbeat 38.603%', 'Ice Beam 32.692%', 'Heal Bell 29.556%', 'Defog 18.137%', 'Ice Punch 13.717%', 'Extreme Speed 10.195%', 'Fire Punch  7.278%', 'Dragon Claw  7.195%', 'Other 19.146%']","['Magnezone +27.108%', 'Landorus-Therian +15.395%', 'Tapu Koko +12.897%', 'Ferrothorn +11.541%', 'Slowking +11.282%', 'Kartana +11.060%', 'Bisharp +8.916%', 'Sylveon +8.753%', 'Mamoswine +6.477%', 'Melmetal +5.753%', 'Mew +3.047%', 'Nidoqueen +2.925%']",[]
Hippowdon, 162598                      , 0.004399496925            , 90                  ,"['Sand Stream 96.648%', 'Sand Force  3.352%']","['Leftovers 58.919%', 'Smooth Rock 19.518%', 'Rocky Helmet 12.476%', 'Heavy-Duty Boots  8.409%', 'Other  0.678%']","['Careful:252/0/4/0/252/0 18.113%', 'Careful:248/0/8/0/252/0 12.954%', 'Careful:248/0/0/0/252/8  5.969%', 'Careful:252/0/12/0/244/0  5.891%', 'Careful:252/0/16/0/240/0  4.977%', 'Impish:252/8/248/0/0/0  4.855%', 'Other 47.241%']","['Slack Off 99.495%', 'Stealth Rock 95.509%', 'Earthquake 92.823%', 'Toxic 87.910%', 'Whirlwind 12.222%', 'Other 12.040%']","['Skarmory +22.950%', 'Dracozolt +15.705%', 'Clefable +13.781%', 'Tornadus-Therian +13.405%', 'Hydreigon +12.616%', 'Toxapex +11.953%', 'Tapu Koko +10.434%', 'Reuniclus +10.117%', 'Chansey +9.702%', 'Amoonguss +8.827%', 'Scizor +7.540%', 'Crawdaunt +6.245%']",[]
Swampert, 263172                      , 0.00255768656359          , 90                  ,"['Damp 70.248%', 'Torrent 29.752%']","['Leftovers 92.001%', 'Choice Band  3.328%', 'Other  4.672%']","['Sassy:248/0/8/0/252/0 27.277%', 'Sassy:252/0/4/0/252/0 19.518%', 'Careful:252/4/0/0/252/0 10.209%', 'Careful:252/0/4/0/252/0  9.298%', 'Sassy:252/4/0/0/252/0  4.424%', 'Careful:248/0/8/0/252/0  3.127%', 'Other 26.148%']","['Flip Turn 98.614%', 'Stealth Rock 92.204%', 'Earthquake 90.472%', 'Toxic 48.001%', 'Yawn 26.660%', 'Rest  9.649%', 'Protect  7.673%', 'High Horsepower  5.862%', 'Ice Beam  4.435%', 'Other 16.428%']","['Magnezone +30.257%', 'Mandibuzz +27.825%', 'Ninetales-Alola +22.096%', 'Dragapult +20.236%', 'Sandslash-Alola +15.999%', 'Arctozolt +10.997%', 'Kartana +8.084%', 'Corviknight +5.088%', 'Tapu Lele +3.572%', 'Moltres +3.521%', 'Conkeldurr +3.055%', 'Zapdos-Galar +1.753%']",[]
Scizor, 131795                      , 0.00408052257236          , 89                  ,"['Technician 98.992%', 'Swarm  0.925%', 'Light Metal  0.083%']","['Life Orb 42.130%', 'Heavy-Duty Boots 39.468%', 'Choice Band  6.997%', 'Leftovers  6.885%', 'Other  4.520%']","['Jolly:4/252/0/0/0/252 16.303%', 'Adamant:0/252/4/0/0/252 13.339%', 'Careful:248/0/64/0/196/0 10.651%', 'Adamant:0/252/0/0/4/252  6.605%', 'Impish:248/0/60/0/200/0  5.793%', 'Adamant:4/252/0/0/0/252  5.238%', 'Other 42.071%']","['Bullet Punch 99.084%', 'Swords Dance 74.356%', 'Knock Off 60.640%', 'Roost 50.592%', 'U-turn 39.458%', 'Superpower 33.452%', 'Psycho Cut 19.262%', 'Sand Tomb 16.361%', 'Other  6.793%']","['Weavile +17.461%', 'Dracozolt +14.632%', 'Ninetales-Alola +13.631%', 'Crawdaunt +10.929%', 'Hippowdon +9.861%', 'Garchomp +9.679%', 'Amoonguss +9.007%', 'Tornadus-Therian +7.636%', 'Hawlucha +6.402%', 'Primarina +6.293%', 'Hydreigon +5.784%', 'Rillaboom +4.585%']",[]
Nidoking, 259455                      , 0.00211525431097          , 90                  ,"['Sheer Force 99.798%', 'Poison Point  0.174%', 'Rivalry  0.028%']","['Life Orb 91.594%', 'Choice Scarf  6.638%', 'Other  1.768%']","['Timid:0/0/0/252/4/252 69.332%', 'Modest:0/0/0/252/4/252 16.867%', 'Naive:0/4/0/252/0/252  3.459%', 'Hasty:0/4/0/252/0/252  3.182%', 'Timid:0/0/4/252/0/252  1.513%', 'Naughty:0/200/0/56/0/252  0.910%', 'Other  4.737%']","['Earth Power 98.401%', 'Sludge Wave 87.369%', 'Ice Beam 74.900%', 'Flamethrower 63.909%', 'Stealth Rock 30.339%', 'Thunderbolt 20.432%', 'Substitute  4.529%', 'Superpower  4.145%', 'Other 15.977%']","['Heracross +13.615%', 'Starmie +13.190%', 'Urshifu-Rapid-Strike +8.680%', 'Tapu Lele +8.056%', 'Blissey +7.164%', 'Zapdos-Galar +7.122%', 'Corviknight +7.041%', 'Mandibuzz +6.942%', 'Aegislash +6.556%', 'Ferrothorn +5.550%', 'Dragapult +4.400%', 'Regieleki +4.116%']",[]
Ninetales-Alola, 95718                       , 0.00506191790146          , 88                  ,"['Snow Warning 99.973%', 'Snow Cloak  0.027%']","['Light Clay 55.415%', 'Icy Rock 39.091%', 'Choice Specs  3.856%', 'Other  1.639%']","['Timid:0/0/0/252/4/252 51.016%', 'Timid:252/0/0/4/0/252 24.130%', 'Timid:248/0/8/0/0/252 14.951%', 'Timid:228/0/0/28/0/252  2.507%', 'Naive:0/4/0/252/0/252  1.826%', 'Modest:0/0/0/252/4/252  1.049%', 'Other  4.522%']","['Freeze-Dry 97.299%', 'Aurora Veil 92.598%', 'Moonblast 56.043%', 'Hypnosis 39.193%', 'Nasty Plot 35.559%', 'Encore 32.809%', 'Hail 28.644%', 'Other 17.854%']","['Swampert +29.782%', 'Dragapult +26.892%', 'Magnezone +25.080%', 'Sandslash-Alola +23.790%', 'Mandibuzz +22.157%', 'Arctozolt +18.596%', 'Scizor +15.025%', 'Hawlucha +13.654%', 'Weavile +6.458%', 'Omastar +6.192%', 'Latias +5.668%', 'Garchomp +5.139%']",[]
Hydreigon, 190318                      , 0.00254152029522          , 90                  ,['Levitate 100.000%'],"['Leftovers 41.565%', 'Life Orb 38.461%', 'Choice Scarf 14.759%', 'Choice Specs  2.506%', 'Other  2.708%']","['Timid:0/0/0/252/4/252 43.564%', 'Modest:0/0/0/252/4/252  7.102%', 'Modest:248/0/0/136/0/124  5.899%', 'Hasty:0/4/0/252/0/252  4.269%', 'Timid:0/0/4/252/0/252  3.465%', 'Modest:252/0/0/56/8/192  2.873%', 'Other 32.830%']","['Roost 73.569%', 'Dark Pulse 73.096%', 'Draco Meteor 52.037%', 'Earth Power 50.475%', 'Flash Cannon 33.142%', 'Nasty Plot 31.314%', 'Taunt 19.395%', 'Defog 14.981%', 'Flamethrower 13.935%', 'U-turn 11.668%', 'Superpower  5.196%', 'Fire Spin  4.995%', 'Other 16.197%']","['Hippowdon +18.968%', 'Chansey +15.803%', 'Clefable +12.893%', 'Skarmory +12.828%', 'Starmie +7.383%', 'Scizor +6.627%', 'Landorus-Therian +6.375%', 'Primarina +3.352%', 'Sandaconda +2.579%', 'Toxtricity +1.782%', 'Tornadus-Therian +1.621%', 'Aegislash +1.376%']",[]
Tangrowth, 86044                       , 0.00535364616871          , 90                  ,"['Regenerator 98.949%', 'Chlorophyll  1.050%', 'Leaf Guard  0.000%']","['Rocky Helmet 72.831%', 'Nothing 11.005%', 'Assault Vest  9.442%', 'Choice Specs  2.893%', 'Other  3.829%']","['Relaxed:252/0/252/0/4/0 31.006%', 'Relaxed:252/0/252/0/0/4 22.056%', 'Relaxed:252/0/48/0/208/0 10.728%', 'Relaxed:248/0/252/0/8/0  7.694%', 'Sassy:252/0/8/0/248/0  4.257%', 'Impish:252/4/252/0/0/0  2.941%', 'Other 21.319%']","['Knock Off 92.935%', 'Giga Drain 91.190%', 'Focus Blast 74.036%', 'Sleep Powder 57.322%', 'Sludge Bomb 28.488%', 'Protect 15.045%', 'Earthquake  9.776%', 'Stun Spore  7.720%', 'Leech Seed  5.279%', 'Other 18.209%']","['Corviknight +23.056%', 'Blissey +17.326%', 'Slowking-Galar +16.749%', 'Toxapex +12.860%', 'Tyranitar +8.551%', 'Chansey +8.440%', 'Garchomp +8.049%', 'Excadrill +7.572%', 'Reuniclus +5.868%', 'Tapu Lele +5.666%', 'Jirachi +5.166%', 'Aegislash +3.770%']",[]
Chansey, 76517                       , 0.00583488991769          , 90                  ,"['Natural Cure 99.922%', 'Healer  0.056%', 'Serene Grace  0.023%']","['Eviolite 99.997%', 'Other  0.003%']","['Bold:248/0/252/0/8/0 37.533%', 'Bold:128/0/252/0/100/28 12.649%', 'Impish:248/0/252/0/8/0 12.514%', 'Calm:252/0/4/0/252/0  9.258%', 'Bold:136/0/252/0/92/28  8.782%', 'Bold:252/0/252/0/4/0  5.483%', 'Other 13.781%']","['Seismic Toss 95.486%', 'Soft-Boiled 94.986%', 'Toxic 63.147%', 'Stealth Rock 56.590%', 'Heal Bell 29.330%', 'Thunder Wave 27.626%', 'Teleport 13.560%', 'Other 19.274%']","['Clefable +48.339%', 'Skarmory +43.873%', 'Toxapex +36.368%', 'Mandibuzz +18.590%', 'Zeraora +17.579%', 'Hydreigon +16.579%', 'Hippowdon +15.308%', 'Slowking-Galar +13.797%', 'Corviknight +10.730%', 'Tangrowth +8.717%', 'Starmie +8.509%', 'Gastrodon +7.524%']",[]
Regieleki, 288111                      , 0.00150485867833          , 88                  ,['Transistor 100.000%'],"['Heavy-Duty Boots 53.258%', 'Light Clay 20.664%', 'Choice Specs 20.228%', 'Magnet  2.705%', 'Other  3.145%']","['Modest:0/0/0/252/4/252 42.225%', 'Timid:0/0/0/252/4/252 21.444%', 'Jolly:248/4/40/0/44/172  8.969%', 'Timid:252/0/0/168/0/88  4.530%', 'Hasty:0/4/0/252/0/252  3.532%', 'Naive:0/4/0/252/0/252  2.663%', 'Other 16.637%']","['Rapid Spin 90.456%', 'Volt Switch 79.545%', 'Thunderbolt 73.063%', 'Ancient Power 45.475%', 'Light Screen 21.471%', 'Reflect 21.386%', 'Explosion 18.401%', 'Swift 11.783%', 'Thunder Wave 10.049%', 'Thunder Cage  8.236%', 'Rising Voltage  5.814%', 'Other 14.321%']","['Volcarona +33.768%', 'Ferrothorn +32.586%', 'Kyurem +32.429%', 'Landorus-Therian +31.812%', 'Tapu Fini +31.243%', 'Rillaboom +10.697%', 'Zapdos-Galar +8.642%', 'Aegislash +7.487%', 'Bisharp +6.808%', 'Nidoking +5.257%', 'Azumarill +4.115%', 'Blaziken +0.940%']",[]
Hawlucha, 233618                      , 0.00176930294877          , 88                  ,"['Unburden 99.428%', 'Limber  0.338%', 'Mold Breaker  0.234%']","['Grassy Seed 65.001%', 'Electric Seed 17.907%', 'Psychic Seed  8.111%', 'Power Herb  3.135%', 'Sitrus Berry  2.747%', 'Other  3.100%']","['Adamant:0/252/0/0/4/252 32.316%', 'Adamant:40/252/0/0/0/216 17.198%', 'Adamant:240/252/0/0/0/16  6.357%', 'Adamant:96/252/0/0/36/124  5.042%', 'Adamant:132/252/0/0/0/124  4.238%', 'Adamant:24/252/0/0/4/228  3.928%', 'Other 30.920%']","['Swords Dance 98.503%', 'Acrobatics 97.480%', 'Close Combat 74.403%', 'Taunt 37.506%', 'Stone Edge 33.700%', 'Drain Punch 23.992%', 'Substitute 17.854%', 'Other 16.562%']","['Rillaboom +49.512%', 'Ninetales-Alola +16.542%', 'Garchomp +14.797%', 'Volcarona +12.611%', 'Scizor +8.526%', 'Tapu Koko +7.675%', 'Jirachi +7.174%', 'Azumarill +6.451%', 'Weavile +6.402%', 'Moltres-Galar +6.204%', 'Moltres +5.263%', 'Haxorus +3.867%']",[]
Crawdaunt, 83015                       , 0.00452082549416          , 87                  ,"['Adaptability 99.673%', 'Hyper Cutter  0.327%', 'Shell Armor  0.000%']","['Life Orb 75.997%', 'Choice Band 20.524%', 'Other  3.478%']","['Adamant:4/252/0/0/0/252 35.021%', 'Adamant:0/252/0/0/4/252 24.989%', 'Adamant:0/252/4/0/0/252 17.727%', 'Adamant:8/252/0/0/0/248 11.759%', 'Brave:248/252/8/0/0/0  2.213%', 'Adamant:252/252/0/0/4/0  1.507%', 'Other  6.784%']","['Knock Off 99.861%', 'Aqua Jet 99.848%', 'Crabhammer 86.577%', 'Swords Dance 78.779%', 'Liquidation 13.234%', 'Close Combat  9.831%', 'Other 11.871%']","['Amoonguss +27.662%', 'Tornadus-Therian +21.168%', 'Pelipper +19.906%', 'Scizor +15.188%', 'Seismitoad +11.799%', 'Hippowdon +11.342%', 'Dracozolt +10.928%', 'Melmetal +9.329%', 'Stunfisk +9.152%', 'Tapu Fini +8.492%', 'Victini +7.688%', 'Tapu Koko +6.063%']",[]
Pelipper, 238162                      , 0.00159065398914          , 87                  ,"['Drizzle 99.771%', 'Keen Eye  0.177%', 'Rain Dish  0.052%']","['Damp Rock 91.256%', 'Choice Specs  4.909%', 'Other  3.835%']","['Bold:248/0/252/0/8/0 26.668%', 'Relaxed:248/0/252/0/8/0 24.573%', 'Bold:252/0/252/0/4/0 12.795%', 'Bold:248/0/252/8/0/0  8.434%', 'Bold:248/0/252/0/0/8  5.468%', 'Bold:240/0/244/0/24/0  3.789%', 'Other 18.274%']","['U-turn 95.197%', 'Roost 91.291%', 'Scald 73.289%', 'Defog 66.885%', 'Hurricane 42.452%', 'Knock Off 12.906%', 'Other 17.980%']","['Ferrothorn +65.353%', 'Barraskewda +50.919%', 'Thundurus-Therian +34.145%', 'Urshifu-Rapid-Strike +31.379%', 'Tornadus-Therian +27.378%', 'Seismitoad +27.308%', 'Crawdaunt +20.589%', 'Kingdra +12.024%', 'Zapdos +11.528%', 'Amoonguss +9.950%', 'Azumarill +6.698%', 'Frosmoth +5.573%']",[]
Mew, 105031                      , 0.00344786269725          , 89                  ,['Synchronize 100.000%'],"['Red Card 58.473%', 'Leftovers 19.250%', 'Focus Sash  8.255%', 'Expert Belt  5.447%', 'Grip Claw  2.270%', 'Colbur Berry  1.229%', 'Chesto Berry  1.081%', 'Other  3.993%']","['Timid:252/0/4/0/0/252 46.567%', 'Timid:56/0/100/0/100/252  7.376%', 'Impish:252/0/252/0/4/0  7.245%', 'Jolly:252/4/0/0/0/252  5.934%', 'Hasty:0/252/0/4/0/252  5.352%', 'Bold:252/0/200/0/56/0  5.316%', 'Other 22.209%']","['Stealth Rock 73.671%', 'Taunt 68.186%', 'Spikes 68.040%', 'Thunder Wave 51.838%', 'Soft-Boiled 18.936%', 'Will-O-Wisp 17.138%', 'Knock Off 11.615%', 'Defog  8.833%', 'Ice Beam  7.445%', 'Explosion  7.184%', 'Transform  6.731%', 'Block  6.282%', 'Imprison  6.274%', 'Flare Blitz  5.645%', 'Close Combat  5.464%', 'Gunk Shot  5.147%', 'Cosmic Power  4.101%', 'Roost  4.014%', 'Body Press  3.792%', 'Other 19.664%']","['Cloyster +56.811%', 'Volcarona +54.388%', 'Bisharp +45.682%', 'Dragapult +35.723%', 'Garchomp +31.130%', 'Nidoqueen +6.406%', 'Dragonite +6.285%', 'Togekiss +6.228%', 'Stunfisk +4.741%', 'Butterfree +3.598%', 'Chansey +3.428%', 'Gengar +1.097%']",[]
Zapdos-Galar, 199118                      , 0.00175982808155          , 88                  ,['Defiant 100.000%'],"['Choice Band 51.189%', 'Choice Scarf 18.070%', 'Salac Berry 11.318%', 'Leftovers  6.305%', 'Grassy Seed  2.909%', 'Protective Pads  2.496%', 'Weakness Policy  2.483%', 'Life Orb  1.640%', 'Other  3.591%']","['Jolly:0/252/0/0/4/252 60.331%', 'Jolly:4/252/0/0/0/252 11.087%', 'Jolly:12/244/0/0/0/252  9.465%', 'Adamant:0/252/0/0/4/252  6.094%', 'Adamant:4/252/0/0/0/252  5.984%', 'Jolly:0/252/4/0/0/252  4.138%', 'Other  2.901%']","['Brave Bird 80.275%', 'U-turn 74.117%', 'Thunderous Kick 71.897%', 'Close Combat 62.760%', 'Bulk Up 28.387%', 'Drill Peck 17.916%', 'Substitute 12.195%', 'Stomping Tantrum 11.067%', 'Throat Chop 11.020%', 'Agility 10.602%', 'Other 19.763%']","['Rillaboom +28.400%', 'Bisharp +27.395%', 'Volcarona +17.731%', 'Nidoking +11.280%', 'Regieleki +10.769%', 'Aegislash +10.070%', 'Landorus-Therian +8.390%', 'Dragapult +6.697%', 'Shuckle +4.943%', 'Moltres-Galar +4.594%', 'Klefki +4.157%', 'Omastar +3.672%']",[]
Dracozolt, 97020                       , 0.00355926886559          , 88                  ,"['Sand Rush 98.868%', 'Hustle  0.948%', 'Volt Absorb  0.184%']","['Life Orb 90.091%', 'Leftovers  4.987%', 'Other  4.922%']","['Naughty:0/128/0/136/0/244 27.292%', 'Naive:0/252/0/4/0/252 18.409%', 'Lonely:0/120/0/136/0/252 16.614%', 'Naughty:0/216/0/40/0/252  8.322%', 'Naughty:0/252/0/4/0/252  5.424%', 'Lonely:0/176/0/108/0/224  2.730%', 'Other 21.210%']","['Bolt Beak 99.974%', 'Draco Meteor 92.927%', 'Fire Blast 89.433%', 'Earthquake 83.973%', 'Substitute 10.480%', 'Fire Spin  4.067%', 'Other 19.147%']","['Tyranitar +49.587%', 'Excadrill +46.097%', 'Hippowdon +32.630%', 'Corviknight +25.442%', 'Scizor +23.296%', 'Slowking +20.243%', 'Amoonguss +14.651%', 'Crawdaunt +12.517%', 'Tornadus-Therian +12.070%', 'Garchomp +9.283%', 'Sandaconda +4.097%', 'Moltres +2.557%']",[]
Victini, 89088                       , 0.00373153357412          , 89                  ,['Victory Star 100.000%'],"['Heavy-Duty Boots 52.409%', 'Choice Scarf 23.213%', 'Choice Band 18.042%', 'Ring Target  4.276%', 'Other  2.060%']","['Jolly:0/252/0/0/4/252 24.860%', 'Hasty:0/252/0/4/0/252 17.123%', 'Naive:0/252/0/4/0/252 11.355%', 'Jolly:252/0/0/0/4/252 11.300%', 'Jolly:0/252/4/0/0/252  8.275%', 'Jolly:0/252/0/4/0/252  5.898%', 'Other 21.189%']","['V-create 98.027%', 'U-turn 93.972%', 'Bolt Strike 91.668%', 'Glaciate 25.211%', 'Trick 21.126%', 'Final Gambit 14.512%', 'Will-O-Wisp 14.001%', 'Future Sight 11.345%', 'Zen Headbutt  9.121%', 'Trick Room  3.579%', 'Other 17.438%']","['Mandibuzz +11.562%', 'Slowking +10.924%', 'Rillaboom +10.758%', 'Stunfisk +10.690%', 'Tapu Fini +10.353%', 'Kyurem +10.222%', 'Tornadus-Therian +9.057%', 'Crawdaunt +8.902%', 'Torkoal +8.640%', 'Melmetal +7.917%', 'Zeraora +5.508%', 'Venusaur +4.720%']",[]
